昵称,点赞数,IP属地,评论
足智多谋铅笔TM,2,山东,我不信了。
忆江南yue,1,浙江,说的没错，是美国先让普京打乌克兰，然后美国又让泽连斯基抵抗，这美国真坏
博学多才的苹果W1,1,湖南,伊拉克新闻发言人哈可夫有一比
羊驼的翅膀,2,贵州,哈哈
单纯星空KS,1,四川,主播的意思是大俄真听美帝的话，叫他打小乌他就去打小乌？
奋发有为面条Dl,3,湖南,唉
优雅豆浆FM,1,安徽,枉顾事实不配做媒体
王哥9802,1,四川,逻辑
最爱萍果园,1,山东,万事不决看英国
小新,2,辽宁,手伸的太长了
蓝兔画江山,1,辽宁,[抠鼻]哦
高冷辰星Be,1,河北,美国能控制大鹅出兵吗？
热情的露珠I9,8,甘肃,言不及义
醉美诗文poetry,1,山东,能不能不这么搞笑？
立体车库配件专业制造,6,河北,逻辑不同
爱上唐诗宋词,7,山东,无语
咯嗯可口可乐了,1,山东,美国入侵了乌克兰了呗！
数字交流,7,湖北,俄罗斯的忍耐程度我至今佩服！
秋之离歌,1,上海,原来是美国入侵了乌克兰？[捂脸]
足智多谋铅笔TM,2,山东,我不信了。
忆江南yue,1,浙江,说的没错，是美国先让普京打乌克兰，然后美国又让泽连斯基抵抗，这美国真坏
博学多才的苹果W1,1,湖南,伊拉克新闻发言人哈可夫有一比
羊驼的翅膀,2,贵州,哈哈
单纯星空KS,1,四川,主播的意思是大俄真听美帝的话，叫他打小乌他就去打小乌？
奋发有为面条Dl,3,湖南,唉
优雅豆浆FM,1,安徽,枉顾事实不配做媒体
会飞的阿拉丁,1,上海,越南和美国眉来眼去。是不是得干越南一把？
最爱萍果园,1,山东,万事不决看英国
小新,2,辽宁,手伸的太长了
蓝兔画江山,1,辽宁,[抠鼻]哦
高冷辰星Be,1,河北,美国能控制大鹅出兵吗？
热情的露珠I9,8,甘肃,言不及义
醉美诗文poetry,1,山东,能不能不这么搞笑？
立体车库配件专业制造,6,河北,逻辑不同
爱上唐诗宋词,7,山东,无语
咯嗯可口可乐了,1,山东,美国入侵了乌克兰了呗！
数字交流,7,湖北,俄罗斯的忍耐程度我至今佩服！
秋之离歌,1,上海,原来是美国入侵了乌克兰？[捂脸]
足智多谋铅笔TM,2,山东,我不信了。
忆江南yue,1,浙江,说的没错，是美国先让普京打乌克兰，然后美国又让泽连斯基抵抗，这美国真坏
博学多才的苹果W1,1,湖南,伊拉克新闻发言人哈可夫有一比
羊驼的翅膀,2,贵州,哈哈
单纯星空KS,1,四川,主播的意思是大俄真听美帝的话，叫他打小乌他就去打小乌？
奋发有为面条Dl,3,湖南,唉
优雅豆浆FM,1,安徽,枉顾事实不配做媒体
会飞的阿拉丁,1,上海,越南和美国眉来眼去。是不是得干越南一把？
初级禅师,1,上海,这绝对不是蠢，是坏透了！
小新,2,辽宁,手伸的太长了
蓝兔画江山,1,辽宁,[抠鼻]哦
高冷辰星Be,1,河北,美国能控制大鹅出兵吗？
热情的露珠I9,8,甘肃,言不及义
醉美诗文poetry,1,山东,能不能不这么搞笑？
立体车库配件专业制造,6,河北,逻辑不同
爱上唐诗宋词,7,山东,无语
咯嗯可口可乐了,1,山东,美国入侵了乌克兰了呗！
数字交流,7,湖北,俄罗斯的忍耐程度我至今佩服！
秋之离歌,1,上海,原来是美国入侵了乌克兰？[捂脸]
足智多谋铅笔TM,2,山东,我不信了。
忆江南yue,1,浙江,说的没错，是美国先让普京打乌克兰，然后美国又让泽连斯基抵抗，这美国真坏
博学多才的苹果W1,1,湖南,伊拉克新闻发言人哈可夫有一比
羊驼的翅膀,2,贵州,哈哈
单纯星空KS,1,四川,主播的意思是大俄真听美帝的话，叫他打小乌他就去打小乌？
奋发有为面条Dl,3,湖南,唉
优雅豆浆FM,1,安徽,枉顾事实不配做媒体
会飞的阿拉丁,1,上海,越南和美国眉来眼去。是不是得干越南一把？
初级禅师,1,上海,这绝对不是蠢，是坏透了！
阿宅的冬天,2,江苏,"好的,知道了."
蓝兔画江山,1,辽宁,[抠鼻]哦
高冷辰星Be,1,河北,美国能控制大鹅出兵吗？
热情的露珠I9,8,甘肃,言不及义
醉美诗文poetry,1,山东,能不能不这么搞笑？
立体车库配件专业制造,6,河北,逻辑不同
爱上唐诗宋词,7,山东,无语
咯嗯可口可乐了,1,山东,美国入侵了乌克兰了呗！
数字交流,7,湖北,俄罗斯的忍耐程度我至今佩服！
秋之离歌,1,上海,原来是美国入侵了乌克兰？[捂脸]
足智多谋铅笔TM,2,山东,我不信了。
忆江南yue,1,浙江,说的没错，是美国先让普京打乌克兰，然后美国又让泽连斯基抵抗，这美国真坏
博学多才的苹果W1,1,湖南,伊拉克新闻发言人哈可夫有一比
羊驼的翅膀,2,贵州,哈哈
单纯星空KS,1,四川,主播的意思是大俄真听美帝的话，叫他打小乌他就去打小乌？
奋发有为面条Dl,3,湖南,唉
优雅豆浆FM,1,安徽,枉顾事实不配做媒体
会飞的阿拉丁,1,上海,越南和美国眉来眼去。是不是得干越南一把？
初级禅师,1,上海,这绝对不是蠢，是坏透了！
阿宅的冬天,2,江苏,"好的,知道了."
动力激情无限,1,广东,只有站在道义一方才是利国利民
高冷辰星Be,1,河北,美国能控制大鹅出兵吗？
热情的露珠I9,8,甘肃,言不及义
醉美诗文poetry,1,山东,能不能不这么搞笑？
立体车库配件专业制造,6,河北,逻辑不同
爱上唐诗宋词,7,山东,无语
咯嗯可口可乐了,1,山东,美国入侵了乌克兰了呗！
数字交流,7,湖北,俄罗斯的忍耐程度我至今佩服！
秋之离歌,1,上海,原来是美国入侵了乌克兰？[捂脸]
足智多谋铅笔TM,2,山东,我不信了。
忆江南yue,1,浙江,说的没错，是美国先让普京打乌克兰，然后美国又让泽连斯基抵抗，这美国真坏
博学多才的苹果W1,1,湖南,伊拉克新闻发言人哈可夫有一比
羊驼的翅膀,2,贵州,哈哈
单纯星空KS,1,四川,主播的意思是大俄真听美帝的话，叫他打小乌他就去打小乌？
奋发有为面条Dl,3,湖南,唉
优雅豆浆FM,1,安徽,枉顾事实不配做媒体
会飞的阿拉丁,1,上海,越南和美国眉来眼去。是不是得干越南一把？
初级禅师,1,上海,这绝对不是蠢，是坏透了！
阿宅的冬天,2,江苏,"好的,知道了."
动力激情无限,1,广东,只有站在道义一方才是利国利民
奇幻原野CP,1,湖南,今天看到一个中国女人在美利坚被没收14亿美金罚款14亿美金，一共28亿真金白银的美金[笑哭]
热情的露珠I9,8,甘肃,言不及义
醉美诗文poetry,1,山东,能不能不这么搞笑？
立体车库配件专业制造,6,河北,逻辑不同
爱上唐诗宋词,7,山东,无语
咯嗯可口可乐了,1,山东,美国入侵了乌克兰了呗！
数字交流,7,湖北,俄罗斯的忍耐程度我至今佩服！
秋之离歌,1,上海,原来是美国入侵了乌克兰？[捂脸]
足智多谋铅笔TM,2,山东,我不信了。
忆江南yue,1,浙江,说的没错，是美国先让普京打乌克兰，然后美国又让泽连斯基抵抗，这美国真坏
博学多才的苹果W1,1,湖南,伊拉克新闻发言人哈可夫有一比
羊驼的翅膀,2,贵州,哈哈
单纯星空KS,1,四川,主播的意思是大俄真听美帝的话，叫他打小乌他就去打小乌？
奋发有为面条Dl,3,湖南,唉
优雅豆浆FM,1,安徽,枉顾事实不配做媒体
会飞的阿拉丁,1,上海,越南和美国眉来眼去。是不是得干越南一把？
初级禅师,1,上海,这绝对不是蠢，是坏透了！
阿宅的冬天,2,江苏,"好的,知道了."
动力激情无限,1,广东,只有站在道义一方才是利国利民
奇幻原野CP,1,湖南,今天看到一个中国女人在美利坚被没收14亿美金罚款14亿美金，一共28亿真金白银的美金[笑哭]
卡拉大哥,1,广西,一边骂美帝，一边用美元[捂脸][捂脸]
醉美诗文poetry,1,山东,能不能不这么搞笑？
立体车库配件专业制造,6,河北,逻辑不同
爱上唐诗宋词,7,山东,无语
咯嗯可口可乐了,1,山东,美国入侵了乌克兰了呗！
数字交流,7,湖北,俄罗斯的忍耐程度我至今佩服！
秋之离歌,1,上海,原来是美国入侵了乌克兰？[捂脸]
足智多谋铅笔TM,2,山东,我不信了。
忆江南yue,1,浙江,说的没错，是美国先让普京打乌克兰，然后美国又让泽连斯基抵抗，这美国真坏
博学多才的苹果W1,1,湖南,伊拉克新闻发言人哈可夫有一比
羊驼的翅膀,2,贵州,哈哈
单纯星空KS,1,四川,主播的意思是大俄真听美帝的话，叫他打小乌他就去打小乌？
奋发有为面条Dl,3,湖南,唉
优雅豆浆FM,1,安徽,枉顾事实不配做媒体
会飞的阿拉丁,1,上海,越南和美国眉来眼去。是不是得干越南一把？
初级禅师,1,上海,这绝对不是蠢，是坏透了！
阿宅的冬天,2,江苏,"好的,知道了."
动力激情无限,1,广东,只有站在道义一方才是利国利民
奇幻原野CP,1,湖南,今天看到一个中国女人在美利坚被没收14亿美金罚款14亿美金，一共28亿真金白银的美金[笑哭]
卡拉大哥,1,广西,一边骂美帝，一边用美元[捂脸][捂脸]
蓝天31552,2,山东,科威特不服[捂脸]
立体车库配件专业制造,6,河北,逻辑不同
爱上唐诗宋词,7,山东,无语
咯嗯可口可乐了,1,山东,美国入侵了乌克兰了呗！
数字交流,7,湖北,俄罗斯的忍耐程度我至今佩服！
秋之离歌,1,上海,原来是美国入侵了乌克兰？[捂脸]
足智多谋铅笔TM,2,山东,我不信了。
忆江南yue,1,浙江,说的没错，是美国先让普京打乌克兰，然后美国又让泽连斯基抵抗，这美国真坏
博学多才的苹果W1,1,湖南,伊拉克新闻发言人哈可夫有一比
羊驼的翅膀,2,贵州,哈哈
单纯星空KS,1,四川,主播的意思是大俄真听美帝的话，叫他打小乌他就去打小乌？
奋发有为面条Dl,3,湖南,唉
优雅豆浆FM,1,安徽,枉顾事实不配做媒体
会飞的阿拉丁,1,上海,越南和美国眉来眼去。是不是得干越南一把？
初级禅师,1,上海,这绝对不是蠢，是坏透了！
阿宅的冬天,2,江苏,"好的,知道了."
动力激情无限,1,广东,只有站在道义一方才是利国利民
奇幻原野CP,1,湖南,今天看到一个中国女人在美利坚被没收14亿美金罚款14亿美金，一共28亿真金白银的美金[笑哭]
卡拉大哥,1,广西,一边骂美帝，一边用美元[捂脸][捂脸]
蓝天31552,2,山东,科威特不服[捂脸]
神经病发作o,5,安徽,哈哈
爱上唐诗宋词,7,山东,无语
咯嗯可口可乐了,1,山东,美国入侵了乌克兰了呗！
数字交流,7,湖北,俄罗斯的忍耐程度我至今佩服！
秋之离歌,1,上海,原来是美国入侵了乌克兰？[捂脸]
足智多谋铅笔TM,2,山东,我不信了。
忆江南yue,1,浙江,说的没错，是美国先让普京打乌克兰，然后美国又让泽连斯基抵抗，这美国真坏
博学多才的苹果W1,1,湖南,伊拉克新闻发言人哈可夫有一比
羊驼的翅膀,2,贵州,哈哈
单纯星空KS,1,四川,主播的意思是大俄真听美帝的话，叫他打小乌他就去打小乌？
奋发有为面条Dl,3,湖南,唉
优雅豆浆FM,1,安徽,枉顾事实不配做媒体
会飞的阿拉丁,1,上海,越南和美国眉来眼去。是不是得干越南一把？
初级禅师,1,上海,这绝对不是蠢，是坏透了！
阿宅的冬天,2,江苏,"好的,知道了."
动力激情无限,1,广东,只有站在道义一方才是利国利民
奇幻原野CP,1,湖南,今天看到一个中国女人在美利坚被没收14亿美金罚款14亿美金，一共28亿真金白银的美金[笑哭]
卡拉大哥,1,广西,一边骂美帝，一边用美元[捂脸][捂脸]
蓝天31552,2,山东,科威特不服[捂脸]
神经病发作o,5,安徽,哈哈
QshengQ,2,河南,一针见血[看]
咯嗯可口可乐了,1,山东,美国入侵了乌克兰了呗！
数字交流,7,湖北,俄罗斯的忍耐程度我至今佩服！
秋之离歌,1,上海,原来是美国入侵了乌克兰？[捂脸]
足智多谋铅笔TM,2,山东,我不信了。
忆江南yue,1,浙江,说的没错，是美国先让普京打乌克兰，然后美国又让泽连斯基抵抗，这美国真坏
博学多才的苹果W1,1,湖南,伊拉克新闻发言人哈可夫有一比
羊驼的翅膀,2,贵州,哈哈
单纯星空KS,1,四川,主播的意思是大俄真听美帝的话，叫他打小乌他就去打小乌？
奋发有为面条Dl,3,湖南,唉
优雅豆浆FM,1,安徽,枉顾事实不配做媒体
会飞的阿拉丁,1,上海,越南和美国眉来眼去。是不是得干越南一把？
初级禅师,1,上海,这绝对不是蠢，是坏透了！
阿宅的冬天,2,江苏,"好的,知道了."
动力激情无限,1,广东,只有站在道义一方才是利国利民
奇幻原野CP,1,湖南,今天看到一个中国女人在美利坚被没收14亿美金罚款14亿美金，一共28亿真金白银的美金[笑哭]
卡拉大哥,1,广西,一边骂美帝，一边用美元[捂脸][捂脸]
蓝天31552,2,山东,科威特不服[捂脸]
神经病发作o,5,安徽,哈哈
QshengQ,2,河南,一针见血[看]
鹤武九天111,1,四川,不是俄罗斯吗？
数字交流,7,湖北,俄罗斯的忍耐程度我至今佩服！
秋之离歌,1,上海,原来是美国入侵了乌克兰？[捂脸]
足智多谋铅笔TM,2,山东,我不信了。
忆江南yue,1,浙江,说的没错，是美国先让普京打乌克兰，然后美国又让泽连斯基抵抗，这美国真坏
博学多才的苹果W1,1,湖南,伊拉克新闻发言人哈可夫有一比
羊驼的翅膀,2,贵州,哈哈
单纯星空KS,1,四川,主播的意思是大俄真听美帝的话，叫他打小乌他就去打小乌？
奋发有为面条Dl,3,湖南,唉
优雅豆浆FM,1,安徽,枉顾事实不配做媒体
会飞的阿拉丁,1,上海,越南和美国眉来眼去。是不是得干越南一把？
初级禅师,1,上海,这绝对不是蠢，是坏透了！
阿宅的冬天,2,江苏,"好的,知道了."
动力激情无限,1,广东,只有站在道义一方才是利国利民
奇幻原野CP,1,湖南,今天看到一个中国女人在美利坚被没收14亿美金罚款14亿美金，一共28亿真金白银的美金[笑哭]
卡拉大哥,1,广西,一边骂美帝，一边用美元[捂脸][捂脸]
蓝天31552,2,山东,科威特不服[捂脸]
神经病发作o,5,安徽,哈哈
QshengQ,2,河南,一针见血[看]
鹤武九天111,1,四川,不是俄罗斯吗？
皮皮鲁,1,江苏,对，所以俄罗斯应该去打美国。打乌克兰干啥。
秋之离歌,1,上海,原来是美国入侵了乌克兰？[捂脸]
足智多谋铅笔TM,2,山东,我不信了。
忆江南yue,1,浙江,说的没错，是美国先让普京打乌克兰，然后美国又让泽连斯基抵抗，这美国真坏
博学多才的苹果W1,1,湖南,伊拉克新闻发言人哈可夫有一比
羊驼的翅膀,2,贵州,哈哈
单纯星空KS,1,四川,主播的意思是大俄真听美帝的话，叫他打小乌他就去打小乌？
奋发有为面条Dl,3,湖南,唉
优雅豆浆FM,1,安徽,枉顾事实不配做媒体
会飞的阿拉丁,1,上海,越南和美国眉来眼去。是不是得干越南一把？
初级禅师,1,上海,这绝对不是蠢，是坏透了！
阿宅的冬天,2,江苏,"好的,知道了."
动力激情无限,1,广东,只有站在道义一方才是利国利民
奇幻原野CP,1,湖南,今天看到一个中国女人在美利坚被没收14亿美金罚款14亿美金，一共28亿真金白银的美金[笑哭]
卡拉大哥,1,广西,一边骂美帝，一边用美元[捂脸][捂脸]
蓝天31552,2,山东,科威特不服[捂脸]
神经病发作o,5,安徽,哈哈
QshengQ,2,河南,一针见血[看]
鹤武九天111,1,四川,不是俄罗斯吗？
